algorithm,source,family,representation,condition,q,k,seed,status,target_count,successes,evidence_level
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,16,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,16,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,16,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,16,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,16,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,16,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,16,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,16,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,16,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,16,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,16,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,16,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,16,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,16,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,16,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,16,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,16,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,16,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,16,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,16,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,16,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,16,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,16,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,16,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,16,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,16,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,16,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,16,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,16,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,16,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,16,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,16,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,16,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,16,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,16,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,16,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,16,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,16,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,16,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,16,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,16,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,16,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,16,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,16,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,16,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,20,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,20,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,20,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,20,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,20,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,20,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,20,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,20,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,20,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,20,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,20,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,20,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,20,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,20,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,20,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,20,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,20,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,20,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,20,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,20,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,20,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,20,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,20,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,20,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,20,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,20,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,20,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,20,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,20,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,20,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,20,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,20,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,20,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,20,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,20,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,20,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,20,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,20,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,20,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,20,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,20,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,20,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,20,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,20,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,20,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,20,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,20,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,20,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,20,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,20,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,20,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,20,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,20,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,20,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,20,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,20,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,20,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,20,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,20,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,20,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,20,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,20,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,20,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,20,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,20,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,20,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,20,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,20,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,20,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,20,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,20,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,20,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,20,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,20,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,20,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,20,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,20,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,20,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,20,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,20,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,20,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,20,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,20,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,20,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,20,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,20,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,20,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,20,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,20,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,20,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,24,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,24,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,24,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,24,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,24,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,24,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,24,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,24,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,24,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,24,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,24,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,24,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,24,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,24,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,24,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,24,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,24,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,24,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,24,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,24,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,24,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,24,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,24,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,24,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,24,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,24,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,24,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,24,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,24,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,24,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,24,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,24,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,24,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,24,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,24,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,24,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,24,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,24,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,24,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,24,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,24,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,24,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,24,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,24,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,24,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,24,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,24,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,24,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,24,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,24,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,24,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,24,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,24,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,24,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,24,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,24,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,24,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,24,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,24,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,24,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,24,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,24,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,24,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,24,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,24,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,24,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,24,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,24,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,24,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,24,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,24,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,24,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,24,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,24,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,24,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,24,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,24,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,24,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,24,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,24,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,24,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,24,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,24,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,24,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,24,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,24,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
